epoch	avg_loss	train_accuracy	dev_accuracy
0	0.659601265403	0.04	0.0919765166341
1	0.431749860867	0.04	0.122309197652
2	0.338155162172	0.08	0.185909980431
3	0.284947536484	0.1	0.195694716243
4	0.250146926155	0.1	0.219178082192
5	0.224944107259	0.08	0.227005870841
6	0.205878389306	0.11	0.238747553816
7	0.190938643512	0.15	0.252446183953
8	0.17871510194	0.1	0.249510763209
9	0.168475990196	0.11	0.253424657534
10	0.159910387212	0.17	0.246575342466
11	0.152577536371	0.13	0.254403131115
12	0.146245409455	0.13	0.247553816047
13	0.140715040246	0.13	0.261252446184
14	0.135789584369	0.14	0.245596868885
15	0.131467202999	0.16	0.260273972603
16	0.127618961	0.15	0.252446183953
17	0.124180110431	0.12	0.253424657534
18	0.121059193006	0.09	0.25831702544
19	0.118339325027	0.13	0.269080234834
20	0.115867688285	0.14	0.25831702544
21	0.113644291124	0.16	0.267123287671
22	0.111624019185	0.16	0.248532289628
23	0.109762301758	0.14	0.255381604697
24	0.108044069414	0.17	0.248532289628
25	0.106494639238	0.14	0.243639921722
26	0.105092886144	0.12	0.235812133072
27	0.103801526957	0.14	0.232876712329
28	0.102570142687	0.14	0.265166340509
29	0.101459296919	0.17	0.237769080235
30	0.100416095767	0.17	0.239726027397
31	0.0994782671134	0.15	0.232876712329
32	0.0986093770492	0.14	0.24168297456
33	0.0978043755085	0.13	0.234833659491
34	0.0970698183245	0.16	0.245596868885
35	0.0963771233212	0.1	0.244618395303
36	0.0957460956696	0.15	0.250489236791
37	0.095141106335	0.13	0.246575342466
38	0.0945709375775	0.12	0.214285714286
39	0.0940459552779	0.15	0.247553816047
40	0.0935843964858	0.12	0.231898238748
41	0.0931017791026	0.12	0.245596868885
42	0.09266847679	0.12	0.229941291585
43	0.0922641713804	0.13	0.239726027397
44	0.0919192387776	0.12	0.220156555773
45	0.0916112528217	0.1	0.232876712329
46	0.0913418605622	0.14	0.230919765166
47	0.0911010573928	0.12	0.236790606654
48	0.0908840199502	0.13	0.224070450098
49	0.0906819682334	0.1	0.222113502935
50	0.0905384994289	0.14	0.207436399217
51	0.0903846058998	0.13	0.236790606654
52	0.0902120411215	0.1	0.234833659491
53	0.0900715465022	0.12	0.212328767123
54	0.0899275593118	0.1	0.225048923679
55	0.0898017336967	0.12	0.227005870841
56	0.0896840348792	0.14	0.219178082192
57	0.0895709552874	0.12	0.227984344423
58	0.0894711283457	0.1	0.227005870841
59	0.089382816282	0.17	0.207436399217
60	0.0893030717131	0.13	0.229941291585
61	0.0892424563129	0.11	0.214285714286
62	0.089201146795	0.09	0.227984344423
63	0.0891633360603	0.11	0.221135029354
64	0.0891282592299	0.12	0.199608610568
65	0.0891337116591	0.05	0.181996086106
66	0.0891693567437	0.14	0.217221135029
67	0.0892086414453	0.1	0.208414872798
68	0.0892620031296	0.09	0.20939334638
69	0.0893149174638	0.12	0.195694716243
70	0.08940574265	0.09	0.187866927593
71	0.0894815830288	0.09	0.185909980431
72	0.0895731419881	0.1	0.203522504892
73	0.0896764674025	0.11	0.19373776908
74	0.0897691317664	0.1	0.190802348337
75	0.0898378951261	0.09	0.210371819961
76	0.0899068963129	0.07	0.199608610568
77	0.089983102839	0.1	0.20939334638
78	0.0900757310912	0.11	0.200587084149
79	0.0901682355916	0.07	0.192759295499
80	0.0903028516921	0.12	0.179060665362
81	0.0904526684268	0.1	0.183953033268
82	0.0906254187853	0.06	0.180039138943
83	0.090828476726	0.08	0.184931506849
84	0.0910146826892	0.09	0.204500978474
85	0.0912281250555	0.08	0.178082191781
86	0.0914608593889	0.1	0.171232876712
87	0.091680092647	0.1	0.182974559687
88	0.0918866250613	0.13	0.183953033268
89	0.0920891843718	0.07	0.180039138943
90	0.0922767260748	0.12	0.16927592955
91	0.0924491069351	0.06	0.176125244618
92	0.0926278098567	0.08	0.174168297456
93	0.0928160080946	0.1	0.176125244618
94	0.0930429361663	0.08	0.179060665362
95	0.0932642082102	0.07	0.171232876712
96	0.0934775249452	0.11	0.1771037182
97	0.0936836570929	0.08	0.183953033268
98	0.0938993468627	0.08	0.164383561644
99	0.0941598802759	0.07	0.163405088063
